ogc_fid,molen_dbnr,ten_brugge,molen_naam,bouwjaar_1,bouwjaar_2,verdwenen1,verdwenen2,status,type,functie,aandrijvin,infolink,hoofdcat,numeriek
16987,5837,06905 j,Het Fortuin / Oude Molen,1685,,1895,,verdwenen,stellingmolen,"oliemolen, later eekmolen",windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=06905 j,industriemolen,2
16988,14681,06905 k,De Arend <i>voorganger</i>,1621,,1760,,verdwenen,standerdmolen,korenmolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=06905 k,industriemolen,2
16989,12206,06905 l,Korenmolen van het Leeuwarder Blokhuis,1547,,1603,,verdwenen,onbekend,korenmolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=06905 l,industriemolen,2
16990,12205,06905 m,(standerdmolen),1511,,1659,,verdwenen,standerdmolen,korenmolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=06905 m,industriemolen,2
16991,1336,06905 n,Molen op het Groot Schavernek,1560,,1614,,verdwenen,standerdmolen,korenmolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=06905 n,industriemolen,2
16992,14682,06905 o,'s Princen Weitmoolen,1614,,1700,,verdwenen,standerdmolen,korenmolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=06905 o,industriemolen,2
16993,4207,06905 p,De Fortuin <i>voorganger</i>,1580,,1760,,verdwenen,standerdmolen,korenmolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=06905 p,industriemolen,2
16994,14683,06905 q,Het Fortuin (2e),1888,,1901,,verdwenen,stellingmolen,korenmolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=06905 q,industriemolen,2
16995,2259,06905 r,De Kroon/ De Steenbikmolen,1884,,1896,,verdwenen,stellingmolen,"poldermolen, later biksteenmolen",windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=06905 r,poldermolen,1
16996,7746,06905 s,De Valk (1e),1644,,1847,,verdwenen,onbekend,"leermolen, later zaagmolen",windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=06905 s,industriemolen,2
16997,7252,06905 t,Korenmolen van Kortwoude,1664,,1864,,verdwenen,standerdmolen,roggemolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=06905 t,industriemolen,2
17000,6472,06905 w,Molen van Jan Römeling,1854,,1868,,verdwenen,onbekend,korenmolen,Onbekend,https://www.molendatabase.org/molendb.php?step=details&tbnummer=06905 w,industriemolen,2
17003,11728,06905 z,Westerhorndermolenpolder (1e),1810,,1813,,verdwenen,onbekend,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=06905 z,poldermolen,1
17004,11790,06906 a,Entreprise (1e),1880,,1906,,verdwenen,stellingmolen,korenmolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=06906 a,industriemolen,2
17005,6249,06906 b,De Groote Meule,1628,,1832,,verdwenen,standerdmolen,"korenmolen, roggemolen",windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=06906 b,industriemolen,2
17006,6250,06906 c,De Rijzende Zon <i>voorganger</i>,1832,,1851,,verdwenen,grondzeiler,"korenmolen, pelmolen",windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=06906 c,industriemolen,2
17007,5329,06906 d,De Westersche Molenpolder,1798,,1862,,verdwenen,grondzeiler,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=06906 d,poldermolen,1
17008,6482,06906 e,Noordermolen (1e)/ De Kleine Meulen,1628,,1651,,verdwenen,standerdmolen,korenmolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=06906 e,industriemolen,2
17009,4741,06906 f,Zuidermolen (2e),1780,,1833,,verdwenen,grondzeiler,"korenmolen, pelmolen",windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=06906 f,industriemolen,2
17010,11944,06906 g,"Noordermolenpolder, Noordermolen (1e)",1712,,1864,,verdwenen,spinnenkop,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=06906 g,poldermolen,1
17011,1491,06906 h,"Noordermolenpolder, Noordermolen (2e)",1864,,1888,,verdwenen,grondzeiler,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=06906 h,poldermolen,1
17012,8932,06906 i,"Zuiderpolder, Zuidermolen",1786,,1841,,verdwenen,spinnenkop,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=06906 i,poldermolen,1
17013,11947,06906 j,Molen Kortholt,1819,,1865,,verdwenen,stellingmolen,"korenmolen, pelmolen, roggemolen",windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=06906 j,industriemolen,2
17015,8938,06906 l,Van Pruisenspolder/ Rozenburgerpolder,1832,,1892,,verdwenen,grondzeiler,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=06906 l,poldermolen,1
17016,11698,06906 m,"Scharmer Oostpolder, Zandhoogstermolen (1e)",1856,,1911,,verdwenen,grondzeiler,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=06906 m,poldermolen,1
17018,5858,06906 o,Kievitspolder (1e),1832,,1868,,verdwenen,spinnenkop,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=06906 o,poldermolen,1
17019,6531,06906 p,(korenmolen),1649,,1825,,verdwenen,standerdmolen,korenmolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=06906 p,industriemolen,2
17022,1088,06906 s,Polder Weddermarke,1874,,1898,,verdwenen,grondzeiler,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=06906 s,poldermolen,1
17028,11697,06906 y,Zeldenrust <i>voorganger</i>,1853,,1896,,verdwenen,stellingmolen,"korenmolen, pelmolen, oliemolen",windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=06906 y,industriemolen,2
17029,11534,06906 z,Boktjasker Openluchtmuseum,1928,,1995,,verdwenen,tjasker,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=06906 z,poldermolen,1
17030,7444,06907 a,De Harmonie,1826,,1854,,verdwenen,stellingmolen,"oliemolen; of korenmolen, trasmolen, runmolen, specerijenmolen",windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=06907 a,industriemolen,2
17032,7439,06907 c,Molen op de Eusebiuswal,1832,,1852,,verdwenen,grondzeiler,pelmolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=06907 c,industriemolen,2
17033,14685,06907 d,Molen van Berntsen (1e),1856,,1905,,verdwenen,onbekend,korenmolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=06907 d,industriemolen,2
17034,14686,06907 e,Holtkampsemolen (1e),1459,,1800,,verdwenen,standerdmolen,korenmolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=06907 e,industriemolen,2
17035,7454,06907 f,"Molenpolder, De Oudendijkse molen",1819,,1848,,verdwenen,grondzeiler,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=06907 f,poldermolen,1
17036,5449,06907 g,"Molenpolder, De Oude Kooymolen",1791,,1847,,verdwenen,grondzeiler,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=06907 g,poldermolen,1
17037,7455,06907 h,"Molenpolder, De Wamelse of Maasdijkse molen (1e)",1791,,1815,,verdwenen,grondzeiler,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=06907 h,poldermolen,1
17038,14687,06907 i,"Polder Arkemheen, Hertog Reijnout (1e)",1863,,1870,,verdwenen,grondzeiler,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=06907 i,poldermolen,1
17039,9088,06907 j,Holkermolen <i>voorganger</i>,1568,,1800,,verdwenen,standerdmolen,korenmolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=06907 j,industriemolen,2
17040,14688,06907 l,De Eendracht (1e),1787,,1906,,verdwenen,beltmolen,"korenmolen, runmolen",windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=06907 l,industriemolen,2
17041,12085,06907 m,Molen van de Grevinkhof,1254,,1500,,verdwenen,watermolen,korenmolen,watermolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=06907 m,watermolen,4
17042,15404,06907 n,Korenmolen op Het Loo,1517,,1685,,verdwenen,watermolen,korenmolen,watermolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=06907 n,watermolen,4
17043,7023,06907 o,Nabermanmolen,1692,,1776,,verdwenen,watermolen,papiermolen,watermolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=06907 o,watermolen,4
17044,12088,06907 o bis,Papiermolen,1450,,1560,,verdwenen,onbekend,papiermolen,watermolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=06907 o bis,watermolen,4
17045,9038,06907 p,Molen van Angerenstein (1e),1480,,1672,,verdwenen,onbekend,"korenmolen, runmolen",watermolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=06907 p,watermolen,4
17046,12087,06907 p bis,Molen van het klooster Schaar,1429,,1650,,verdwenen,onbekend,korenmolen,watermolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=06907 p bis,watermolen,4
17047,14689,06907 q,Molen van Angerenstein (2e),1684,,1749,,verdwenen,onbekend,papiermolen,watermolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=06907 q,watermolen,4
17048,12090,06907 q bis,Molen bij de Vosheurne,0,onbekend,0,onbekend,verdwenen,watermolen,korenmolen,watermolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=06907 q bis,watermolen,4
17049,9037,06907 r,Molen van het klooster Monnikenhuizen,1405,,1635,,verdwenen,onbekend,onbekend,watermolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=06907 r,watermolen,4
17050,7021,06907 s,Gelderse Molen / Geldersenwatermolen,1281,,1821,,verdwenen,watermolen,oliemolen,watermolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=06907 s,watermolen,4
17051,12698,06907 t,De Welkomst (1e),1844,,1880,,verdwenen,stellingmolen,korenmolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=06907 t,industriemolen,2
17052,7022,06907 t bis,Sonsbeker Molen/ Bruininxmolen,1470,,1821,,verdwenen,onbekend,"korenmolen, ook runmolen, papiermolen",watermolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=06907 t bis,watermolen,4
17053,9040,06907 u,Mossemeulen (Bekenkamp),1643,,1830,,verdwenen,onbekend,"papiermolen, snuifmolen",watermolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=06907 u,watermolen,4
17054,11077,06907 u bis,De Korenaar <i>voorganger</i>,1727,,1874,,verdwenen,stellingmolen,korenmolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=06907 u bis,industriemolen,2
17055,9034,06907 v,Schavenmolen in Molenbeke,1560,,1850,,verdwenen,onbekend,"korenmolen, papiermolen",watermolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=06907 v,watermolen,4
17056,918,06907 w,St. Janswatermolen (1e),1281,,1728,,verdwenen,watermolen,"korenmolen, ca. 1709 papiermolen",watermolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=06907 w,watermolen,4
17057,12945,06907 w bis,Molen ten Benzel,1844,,1844,,verdwenen,beltmolen,korenmolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=06907 w bis,industriemolen,2
17058,7026,06907 x,Binnenwatermolen,1291,,1850,,verdwenen,watermolen,korenmolen,watermolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=06907 x,watermolen,4
17059,12943,06907 x bis,Molen van Reijers (1e),1893,,1906,,verdwenen,beltmolen,korenmolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=06907 x bis,industriemolen,2
17060,9033,06907 y,Pesekemolen/ Bierwischmolen/ Boekhorster molen,1299,,1604,,verdwenen,onbekend,onbekend,watermolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=06907 y,watermolen,4
17061,14729,06907 y bis,De Vos (1e),1854,,1882,,verdwenen,grondzeiler,korenmolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=06907 y bis,industriemolen,2
17062,9072,06907 z,Koren- en runmolen bij de Rijnpoort,1520,,1621,,verdwenen,onbekend,"korenmolen, runmolen",watermolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=06907 z,watermolen,4
17063,3993,06907 z bis,Molen van Van Bree,1855,,1861,,verdwenen,onbekend,korenmolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=06907 z bis,industriemolen,2
17064,5960,06908 a,Oostermolen (1e),1357,,1842,,verdwenen,standerdmolen,korenmolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=06908 a,industriemolen,2
17065,4597,06908 a bis,Stadsmolen,1610,,1832,,verdwenen,watermolen,"oliemolen, later korenmolen",watermolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=06908 a bis,watermolen,4
17066,12102,06908 b,Walmolen (1e),1654,,1850,,verdwenen,standerdmolen,korenmolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=06908 b,industriemolen,2
17067,12116,06908 b bis,Haper molen,1230,,1741,,verdwenen,watermolen,korenmolen,watermolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=06908 b bis,watermolen,4
17068,3606,06908 c,Molen van De Heus,1878,,1888,,verdwenen,grondzeiler,korenmolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=06908 c,industriemolen,2
17069,6079,06908 c bis,IJzermolen bij landgoed Rekhem,1689,,1794,,verdwenen,watermolen,ijzergieterij,watermolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=06908 c bis,watermolen,4
17070,2177,06908 d,"Hoekerpolder, Hoekermolen (1e)",1832,,1873,,verdwenen,wipmolen,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=06908 d,poldermolen,1
17071,12113,06908 d bis,Kloostermolen van Bethlehem,1231,,1582,,verdwenen,watermolen,"korenmolen, oliemolen",watermolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=06908 d bis,watermolen,4
17072,4601,06908 e,Binnenwindmeul,1721,,1804,,verdwenen,stellingmolen,korenmolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=06908 e,industriemolen,2
17073,5435,06908 e bis,Waterradmolen te Wiersse,0,onbekend,1820,,verdwenen,watermolen,"korenmolen, oliemolen",watermolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=06908 e bis,watermolen,4
17074,2307,06908 f,standerdmolen,1577,,1663,,verdwenen,standerdmolen,korenmolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=06908 f,industriemolen,2
17075,14690,06908 f bis,Ravenhorster molen,1653,,1870,,verdwenen,watermolen,korenmolen,watermolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=06908 f bis,watermolen,4
17076,1624,06908 g,Het Spinnewiel,1681,,1854,,verdwenen,paltrokmolen,zaagmolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=06908 g,industriemolen,2
17077,12091,06908 g bis,Molen bij Hoftijzer,0,onbekend,0,onbekend,verdwenen,onbekend,korenmolen,watermolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=06908 g bis,watermolen,4
17078,15981,06908 h,Zaagmolen van Dirk Kaaij,1900,,0,onbekend,verdwenen,stellingmolen,zaagmolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=06908 h,industriemolen,2
17079,6307,06908 i,Bergmolen (1e),1520,,1852,,verdwenen,standerdmolen,korenmolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=06908 i,industriemolen,2
17080,14691,06908 j,De Oude Molen,1849,,1919,,verdwenen,beltmolen,korenmolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=06908 j,industriemolen,2
17081,3604,06908 k,De Knötte,1832,,1896,,verdwenen,beltmolen,korenmolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=06908 k,industriemolen,2
17082,14692,06908 l,De Prins van Oranje (2e),1716,,1911,,verdwenen,stellingmolen,"korenmolen, pelmolen",windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=06908 l,industriemolen,2
17083,3609,06908 m,Molen van Smink,1832,,1893,,verdwenen,standerdmolen,korenmolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=06908 m,industriemolen,2
17084,7441,06908 n,De Hoop (voorganger),1701,,1852,,verdwenen,grondzeiler,korenmolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=06908 n,industriemolen,2
17085,14693,06908 o,Nieuwe Molen (1e),1844,,1895,,verdwenen,beltmolen,korenmolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=06908 o,industriemolen,2
17086,14694,06909 e,De Arend <i>voorganger</i>,1888,,1894,,verdwenen,onbekend,korenmolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=06909 e,industriemolen,2
17087,14695,06909 f,Buitenmolen (1e),1339,,1461,,verdwenen,standerdmolen,korenmolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=06909 f,industriemolen,2
17088,4596,06909 g,Buitenmolen (2e),1460,,1560,,verdwenen,torenmolen,,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=06909 g,industriemolen,2
17089,14696,06909 h,Buitenmolen (3e),1545,,1693,,verdwenen,standerdmolen,korenmolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=06909 h,industriemolen,2
17090,4599,06909 i,Binnenwindmeul/ Binnenmolen (1e),1423,,1609,,verdwenen,onbekend,korenmolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=06909 i,industriemolen,2
17091,4600,06909 j,Binnenmolen (2e),1609,,1717,,verdwenen,standerdmolen,korenmolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=06909 j,industriemolen,2
17093,8272,06912 m,(Roode) Westermolen/ Binnen korenmolen,1598,,1822,,verdwenen,standerdmolen,korenmolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=06912 m,industriemolen,2
17094,8285,06912 n,(korenmolen),1878,,1910,,verdwenen,stellingmolen,korenmolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=06912 n,industriemolen,2
17095,2531,06914 r,Windlust,1882,,1914,,verdwenen,stellingmolen,korenmolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=06914 r,industriemolen,2
17096,7655,06914 s,Molen van Van der Veen <i>voorganger</i>,1830,,1883,,verdwenen,onbekend,korenmolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=06914 s,industriemolen,2
17098,8108,06914 v,Korenmolen aan de Kerkvaart,1615,,1782,,verdwenen,grondzeiler,korenmolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=06914 v,industriemolen,2
17099,4267,06914 w,De Hoop/ Runmolen van Van Deventer,1617,,1876,,verdwenen,stellingmolen,runmolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=06914 w,industriemolen,2
17100,14699,06914 x,De Kolibrie/ De Kleine Kolibri,1849,,1905,,verdwenen,stellingmolen,zaagmolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=06914 x,industriemolen,2
17102,2634,D00007,(standerdmolen),1646,,1832,,verdwenen,standerdmolen,korenmolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=D00007,industriemolen,2
